birth_year,games,games_starts,minutes,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,goals
2003,5,4,357,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0.23,0.23,0.23,0.23,0.23,4,0,1,0,11.1,11.1,0.25,0,0,0.1,-0.9,-0.9,52,70,74.3,512,107,29,39,74.4,9,11,81.8,1,1,100,0,4,1,1,0,5,61,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,8,2.02,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5,0,111,6,11,35,67,23,111,111,111,111,111,111,62,62,62,5,2,3,3,79,79,12,7,0,4,3,3,0,0,0,10,3,11,21.4,0
1998,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,41,46,89.1,712,150,14,15,93.3,26,28,92.9,1,3,33.3,0,2,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,54,5,29,24,1,1,54,54,54,54,54,54,37,37,37,0,0,0,0,38,38,1,0,0,1,0,0,0,0,0,4,0,0,0,0
1992,5,0,38,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.29,0.29,0.29,0.29,0.29,0.4,0,0,0,0,0,0,0,0,0.12,-0.1,-0.1,9,16,56.3,108,19,5,7,71.4,2,3,66.7,0,1,0,0,0,0,1,0,1,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,24,2,3,11,10,3,24,24,24,24,24,24,13,13,13,0,0,0,0,16,16,3,1,0,2,0,1,0,0,0,2,0,1,0,0
1999,7,6,471,0,1,1,0,0,1.15,0,1.15,0.96,0.96,5.4,4.6,4.6,1.03,1.03,1.03,0.88,0.88,5.2,1,10,0,58.8,58.8,1.91,0.29,0.5,0.28,0.6,0.4,68,86,79.1,924,184,43,48,89.6,20,25,80,2,4,50,0,3,4,4,0,8,77,9,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,2.67,7,0,0,3,1,1,0.19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,133,1,4,61,68,31,132,132,132,132,132,132,88,88,88,13,6,10,10,100,100,13,2,0,5,5,2,0,0,0,6,1,5,16.7,6
1996,2,2,140,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.21,0.21,0.21,0.21,0.21,1.6,0,2,0,50,50,1.29,0,0,0.08,-0.3,-0.3,27,42,64.3,545,179,13,14,92.9,7,10,70,7,15,46.7,0,4,1,3,1,4,34,7,0,0,0,0,10,6,4,2,0,0,0,0,0,0,0,1,1,1,1,1,2,12,7.77,6,1,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,1,0,0,58,0,5,17,38,3,58,58,58,58,58,58,33,33,33,6,5,2,2,34,34,3,1,0,0,0,3,0,0,0,5,0,0,0,0
1996,4,1,160,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.21,0.21,0.21,0.21,0.21,1.8,0,0,0,0,0,0,0,0,0.07,-0.4,-0.4,85,108,78.7,1378,339,38,44,86.4,35,39,89.7,7,15,46.7,0,4,11,0,0,14,106,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5.06,7,0,0,2,0,1,0.56,1,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,14,59,51,6,120,120,120,120,120,120,74,74,74,6,5,4,4,98,98,3,2,0,0,1,0,0,0,0,17,1,0,100,0
2001,7,6,554,0,0,0,5,0,0.32,0,0.32,0.32,0.32,4.1,4.1,4.1,0.66,0.66,0.66,0.66,0.66,6.2,0,8,0,40,40,1.3,0.1,0.25,0.2,-2.1,-2.1,106,134,79.1,1048,262,78,89,87.6,14,18,77.8,1,1,100,0,6,8,4,0,10,123,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,20,3.25,11,1,1,1,1,1,0.16,0,0,0,0,0,0,5,5,0,2,3,3,3,3,3,3,3,3,3,3,3,6,2,2,4,2,5,0,220,9,16,86,126,37,220,220,220,220,220,220,145,145,145,16,10,4,4,158,158,28,11,0,6,8,7,0,0,0,18,7,12,36.8,2
1999,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.8,0,0,1,0,0,0,0,0,0.03,0,0,55,68,80.9,960,302,24,26,92.3,26,33,78.8,4,5,80,0,2,6,4,2,7,58,10,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,2,2,2.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,14,28,31,1,73,73,73,73,73,73,51,51,51,5,3,0,0,52,52,2,2,0,0,0,0,0,0,0,5,3,2,60,0
1998,8,8,628,1,0,0,1,0,0,0.14,0.14,0,0.14,0.3,0.3,0.3,0.04,0.04,0.04,0.04,0.04,7,0,2,0,33.3,33.3,0.29,0,0,0.05,-0.3,-0.3,189,237,79.7,3054,799,106,117,90.6,58,73,79.5,18,31,58.1,1,8,22,4,0,28,233,4,3,2,2,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,19,2.72,15,0,0,3,0,1,0.14,1,0,0,0,0,0,11,7,5,4,2,2,2,2,2,2,2,2,2,2,2,10,1,1,9,5,8,0,288,18,86,134,72,11,288,288,288,288,288,288,157,157,157,1,3,0,0,190,190,4,2,0,5,5,1,0,0,0,31,8,3,72.7,0
1996,8,8,618,1,0,0,1,0,0.44,0.15,0.58,0.44,0.58,0.3,0.3,0.3,0.05,0.05,0.05,0.05,0.05,6.9,0,4,2,80,80,0.58,0.6,0.75,0.06,2.7,2.7,254,353,72,4964,1947,103,122,84.4,98,125,78.4,43,79,54.4,1,15,25,9,0,32,280,71,14,3,3,8,27,15,10,2,1,1,1,1,1,1,1,32,32,2,2,2,7,25,3.64,10,13,13,0,2,2,0.29,0,1,1,0,1,0,19,12,11,7,1,1,1,1,1,1,1,1,1,1,1,11,2,2,9,6,8,1,433,15,98,210,127,7,433,433,433,433,433,433,202,202,202,4,3,0,0,243,243,12,7,0,8,8,0,1,0,0,34,1,3,25,3
1997,6,3,297,0,0,0,2,0,0.3,0,0.3,0.3,0.3,1.5,1.5,1.5,0.45,0.45,0.45,0.45,0.45,3.3,0,3,0,42.9,42.9,0.91,0.14,0.33,0.21,-0.5,-0.5,86,121,71.1,1088,247,55,72,76.4,25,35,71.4,1,3,33.3,0,4,5,4,0,10,119,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,12,3.64,5,0,0,3,0,2,0.61,0,0,0,1,0,0,9,6,4,2,3,3,3,3,3,3,3,3,3,3,3,7,0,0,7,3,2,0,182,5,24,53,109,22,182,182,182,182,182,182,136,136,136,10,5,7,7,139,139,12,16,0,11,9,2,0,0,0,18,5,5,50,1
1991,7,7,503,0,0,0,1,0,0,0,0,0,0,0.7,0.7,0.7,0.12,0.12,0.12,0.12,0.12,5.6,0,2,0,18.2,18.2,0.36,0,0,0.06,-0.7,-0.7,84,129,65.1,1094,162,57,73,78.1,18,32,56.3,4,10,40,0,4,6,2,0,5,125,4,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1.25,3,0,0,2,0,1,0.18,0,0,0,1,0,0,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,2,3,0,6,0,186,10,19,82,85,24,186,186,186,186,186,186,103,103,103,5,5,4,4,149,149,12,14,0,3,6,7,0,0,0,15,16,19,45.7,0
2001,8,3,416,1,1,1,1,0,0.43,0.22,0.65,0.22,0.43,2.6,1.8,1.8,0.56,0.56,0.56,0.39,0.39,4.6,1,2,0,15.4,15.4,0.43,0.08,0.5,0.14,-0.6,-0.8,131,162,80.9,1669,318,91,101,90.1,30,40,75,4,7,57.1,1,12,6,7,0,17,149,11,1,1,1,0,7,2,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,25,5.42,14,0,0,2,5,3,0.65,1,0,0,0,1,0,9,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,3,8,0,239,7,25,86,133,43,238,238,238,238,238,238,173,173,173,17,11,12,12,186,186,13,12,0,3,20,3,1,0,0,20,6,4,60,2
1996,5,4,288,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.11,0.11,0.11,0.11,0.11,3.2,0,1,0,25,25,0.31,0,0,0.09,-0.3,-0.3,101,116,87.1,1298,336,65,72,90.3,28,29,96.6,2,3,66.7,0,5,7,1,0,9,113,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3.75,10,0,0,0,0,1,0.31,1,0,0,0,0,0,8,7,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,4,0,145,9,31,73,42,9,145,145,145,145,145,145,90,90,90,5,5,2,2,100,100,1,1,0,10,1,0,0,0,0,20,1,4,20,0
2000,4,3,269,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.02,3,0,1,0,100,100,0.33,0,0,0.06,-0.1,-0.1,69,116,59.5,1221,563,33,39,84.6,27,41,65.9,8,30,26.7,0,4,4,6,5,9,80,36,5,0,0,0,38,14,6,8,0,0,0,0,0,0,0,17,17,0,0,0,4,10,3.35,6,3,3,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,8,0,137,10,32,33,73,1,137,137,137,137,137,137,56,56,56,5,3,0,0,67,67,2,0,0,0,2,0,0,0,0,11,1,0,100,0
2001,2,1,73,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.72,0.72,0.72,0.72,0.72,0.8,0,2,0,66.7,66.7,2.47,0,0,0.2,-0.6,-0.6,14,17,82.4,252,24,6,8,75,7,8,87.5,1,1,100,0,1,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,3,8,17,8,27,27,27,27,27,27,20,20,20,5,1,3,3,19,19,1,1,0,2,2,1,0,0,0,5,1,0,100,0
2001,3,3,237,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.12,0.12,0.12,0.12,0.12,2.6,0,0,0,0,0,0,0,0,0.11,-0.3,-0.3,47,61,77,671,143,25,29,86.2,17,22,77.3,2,2,100,0,1,2,0,0,1,55,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,2.66,3,0,0,1,1,3,1.14,1,0,0,0,1,0,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,0,0,0,85,2,15,38,34,9,85,85,85,85,85,85,50,50,50,8,4,3,3,52,52,4,2,0,1,7,1,0,0,0,11,1,2,33.3,0
1993,8,8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,160,238,67.2,4764,3331,25,25,100,77,77,100,58,134,43.3,0,0,4,0,0,0,165,71,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,259,217,259,0,0,0,259,259,259,259,259,259,147,147,147,0,0,0,0,113,113,0,0,0,1,0,0,0,1,0,7,0,0,0,0
2001,5,4,280,0,0,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.03,0.03,0.03,0.03,0.03,3.1,0,1,0,33.3,33.3,0.32,0,0,0.03,-0.1,-0.1,183,194,94.3,2603,561,108,111,97.3,64,69,92.8,4,5,80,0,0,19,1,0,19,188,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0.65,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,4,2,3,0,226,5,23,143,62,3,226,226,226,226,226,226,153,153,153,2,1,0,0,177,177,1,7,0,3,3,2,0,0,0,15,1,2,33.3,0
1991,6,1,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,136,149,91.3,2336,547,55,58,94.8,65,69,94.2,12,14,85.7,0,0,18,1,1,15,143,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,161,6,37,95,29,0,161,161,161,161,161,161,109,109,109,2,1,0,0,136,136,1,3,0,1,2,0,0,0,0,9,1,3,25,0
1996,7,3,287,0,0,0,3,1,0.63,0,0.63,0.63,0.63,1.4,1.4,1.4,0.45,0.45,0.45,0.45,0.45,3.2,0,3,0,30,30,0.94,0.2,0.67,0.14,0.6,0.6,80,111,72.1,1075,258,51,64,79.7,21,29,72.4,4,5,80,0,4,1,2,0,4,111,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3.45,8,0,0,1,0,2,0.63,1,0,0,0,0,0,6,5,0,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,0,168,5,24,68,77,27,168,168,168,168,168,168,90,90,90,16,8,6,6,115,115,11,5,1,9,6,1,0,0,0,12,5,9,35.7,2
1997,6,4,372,0,0,0,1,0,0.24,0,0.24,0.24,0.24,0.3,0.3,0.3,0.06,0.06,0.06,0.06,0.06,4.1,0,1,0,33.3,33.3,0.24,0.33,1,0.09,0.7,0.7,83,110,75.5,1508,715,39,44,88.6,35,45,77.8,9,18,50,0,0,7,0,0,7,108,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,7,5,5,2,8,24,0,166,48,106,53,7,4,166,166,166,166,166,166,57,57,57,0,0,0,0,63,63,5,0,0,5,2,0,0,0,0,25,10,4,71.4,1
2000,3,0,47,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.34,0.34,0.34,0.34,0.34,0.5,0,2,0,66.7,66.7,3.83,0,0,0.06,-0.2,-0.2,18,27,66.7,244,59,10,11,90.9,6,8,75,1,3,33.3,0,1,3,0,0,3,26,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7.66,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,41,1,13,14,15,2,41,41,41,41,41,41,22,22,22,2,1,1,1,28,28,2,1,0,0,0,0,0,0,0,4,1,1,50,0
1990,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6,7,85.7,127,71,2,2,100,2,3,66.7,2,2,100,0,1,1,2,1,1,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,12.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,1,5,1,2,0,8,8,8,8,8,8,4,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2001,7,6,477,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.02,5.3,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,142,209,67.9,2221,1153,84,98,85.7,44,69,63.8,11,20,55,0,5,10,9,8,15,156,53,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,14,13,2.45,9,0,0,2,0,1,0.19,0,0,0,1,0,0,15,7,9,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,12,1,277,15,79,107,94,7,277,277,277,277,277,277,115,115,115,18,9,5,5,114,114,12,2,0,9,6,0,0,0,0,32,6,5,54.5,0
1997,4,0,34,0,0,0,0,0,2.65,0,2.65,2.65,2.65,0.4,0.4,0.4,1.19,1.19,1.19,1.19,1.19,0.4,0,1,0,50,50,2.65,0.5,1,0.22,0.6,0.6,9,15,60,135,53,6,8,75,2,3,66.7,1,2,50,0,2,1,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.29,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,23,0,7,9,7,3,23,23,23,23,23,23,11,11,11,0,0,0,0,17,17,0,1,0,1,0,0,0,0,0,1,2,1,66.7,1
1999,8,8,676,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,7.5,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,315,360,87.5,4822,1499,186,201,92.5,96,107,89.7,24,35,68.6,0,9,42,3,0,29,345,15,12,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,13,1.73,11,0,0,0,0,0,0,0,0,0,0,0,0,21,14,8,11,2,2,2,2,2,2,2,2,2,2,2,5,1,1,4,8,3,0,429,16,126,252,58,2,429,429,429,429,429,429,268,268,268,5,7,0,0,306,306,8,4,0,14,16,0,0,0,0,44,3,5,37.5,0
1992,8,8,720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,148,287,51.6,5719,4890,20,20,100,40,42,95.2,86,221,38.9,0,0,20,1,0,0,180,105,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,305,209,295,11,0,0,305,305,305,305,305,305,143,143,143,0,0,0,0,108,108,1,0,0,0,0,0,0,0,0,9,1,0,100,0
1993,3,2,181,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,2,0,2,0,100,100,0.99,0,0,0.02,0,0,85,103,82.5,1804,617,21,25,84,51,56,91.1,12,20,60,0,0,7,0,0,6,102,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.99,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,7,1,118,17,54,56,8,3,118,118,118,118,118,118,75,75,75,2,0,0,0,84,84,1,1,0,1,0,0,0,0,0,11,5,7,41.7,0
1996,3,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,8,8,100,72,20,6,6,100,1,1,100,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,10,2,2,6,2,0,10,10,10,10,10,10,3,3,3,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,1,2,33.3,0
1998,4,3,277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,117,147,79.6,2474,768,31,36,86.1,67,71,94.4,17,37,45.9,0,3,12,1,0,12,140,6,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,0.97,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,1,3,9,0,167,20,79,78,12,1,167,167,167,167,167,167,100,100,100,5,2,0,0,99,99,0,0,0,1,1,0,0,0,0,26,4,1,80,0
2003,8,8,671,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,7.5,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,227,313,72.5,3583,1013,113,134,84.3,95,133,71.4,14,26,53.8,0,2,12,6,4,12,233,79,3,0,0,1,23,0,0,0,0,0,0,0,0,0,0,76,76,1,1,1,10,5,0.67,4,0,0,0,0,1,0.13,0,0,0,0,0,1,23,10,14,7,2,2,2,2,2,2,2,2,2,2,2,9,2,2,7,8,22,1,405,32,132,162,118,7,405,405,405,405,405,405,180,180,180,14,8,2,2,186,186,8,7,0,13,10,0,0,0,1,30,11,9,55,0
1997,8,8,720,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.06,0.06,0.06,0.06,0.06,8,0,2,0,66.7,66.7,0.25,0,0,0.15,-0.4,-0.4,359,439,81.8,6507,2788,163,173,94.2,162,178,91,33,81,40.7,0,4,22,3,0,23,419,19,12,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,7,0.87,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,1,1,1,1,1,1,1,1,1,1,1,1,14,7,7,7,9,40,0,525,96,299,213,16,4,525,525,525,525,525,525,334,334,334,8,3,0,0,336,336,3,3,0,8,3,0,0,0,0,50,18,9,66.7,0
2000,2,1,92,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.41,0.41,0.41,0.41,0.41,1,0,0,0,0,0,0,0,0,0.42,-0.4,-0.4,58,69,84.1,1045,351,26,30,86.7,28,30,93.3,4,8,50,0,0,6,2,0,8,64,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,2,0,79,3,14,45,20,3,79,79,79,79,79,79,36,36,36,0,0,0,0,54,54,1,0,0,1,0,0,0,0,0,1,1,3,25,0
1999,7,4,337,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.1,0.1,0.1,0.1,0.1,3.7,0,1,0,25,25,0.27,0,0,0.09,-0.4,-0.4,59,84,70.2,1018,336,28,38,73.7,24,29,82.8,5,9,55.6,0,4,5,4,0,13,80,3,0,0,0,2,6,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,10,2.67,5,0,0,2,1,0,0,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,1,0,132,2,17,45,71,16,132,132,132,132,132,132,95,95,95,10,12,5,5,95,95,6,7,0,9,9,3,0,0,0,20,1,5,16.7,0
2004,8,7,502,1,0,0,0,0,0,0.18,0.18,0,0.18,0.3,0.3,0.3,0.06,0.06,0.06,0.06,0.06,5.6,0,2,0,18.2,18.2,0.36,0,0,0.03,-0.3,-0.3,94,144,65.3,1241,221,62,78,79.5,28,45,62.2,1,4,25,1,9,4,4,2,10,139,4,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,10,17,3.05,9,0,0,1,1,2,0.36,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,213,2,17,74,126,23,213,213,213,213,213,213,160,160,160,31,23,13,13,164,164,10,10,0,7,5,6,0,0,0,27,0,15,0,0
1999,5,2,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,2.5,0,0,0,0,0,0,0,0,0.05,0,0,120,133,90.2,2085,1149,45,49,91.8,62,65,95.4,10,15,66.7,0,1,6,1,0,2,131,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.81,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,10,0,158,13,85,69,5,2,158,158,158,158,158,158,93,93,93,2,0,0,0,115,115,1,0,0,3,2,0,0,0,0,6,6,6,50,0
1997,8,8,720,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.05,0.05,0.05,0.05,0.05,8,0,1,0,33.3,33.3,0.12,0,0,0.14,-0.4,-0.4,393,429,91.6,7048,2410,149,156,95.5,215,233,92.3,27,34,79.4,0,1,23,1,0,18,399,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,2,4,0.5,3,0,0,0,1,0,0,0,0,0,0,0,0,14,9,6,6,2,2,2,2,2,2,2,2,2,2,2,13,9,9,4,6,27,1,507,81,260,228,21,6,507,507,507,507,507,507,304,304,304,4,2,1,1,342,342,6,0,0,5,12,0,0,0,0,27,7,3,70,0
